Address,Balance
kujira1fhmlfz7jq0wc2a3zqrn4sew337x5933dr05nnz,189918
kujira1qayhu7sr0dkac6lp5dpnrhtcslxkqjgpvedtjw,232247
kujira18jlc56v4gxux4wcah5njcnkxv6lde2hn3ce6lr,6250285379
kujira1f9glumg3lrxe43xlsq2r0kfsrt7gegtxy4dsul,1415755
kujira1v6xdaayzdpq5pu2grld6gue3pft22y66hcnauy,1046666
kujira1j8m8rny55pfs25wzwxvelj7uh79mhw5lspkmzt,271073
kujira172zf5cvrj4ykle8wcvg8qw6speew67wayfmnuf,8324
kujira1qvmpf9y7g8hqu68f5mq5w9fkdkjkv5jwgxd605,26005
kujira1g66janlgl3h09pumkddauge70trx7k8xurgx0m,749246
kujira168epu7zny4gk3ew6ywsssnza9q0lcfmfv2jdju,445990
kujira17xjlmfsk26t8dedfmvj8yw9e69m33lk45vw5wz,881504
kujira1ry8pfxkuxygktr9x4jre8ctfh6elkj5mc36mt3,3042079
kujira1s0jf6dmu8qsmyrg6yg86pcsaqpx3lrl7trx0yx,861571
kujira1547djft86ny7388250qhc6vhp870gfjjemnf6g,47566
kujira16ars5rflyxqkfamdfs96fj6ncz27xuvwuzf9jg,199898
kujira1avxqlhy2t5hj9ae96v84ygn0n3hj2fl9lzqayv,368882
kujira1fhsx7qeh2pcyzwegtwecdfxqjx3m977sle5uqv,50991
kujira1zu9lzj0r8at629vrt6t54n2qltpj4tkttly6cv,24777529
kujira1rlnrce77k8f0c4meftuc7et5lytqc4r655rlyq,5302179
kujira13x7hzr82vm566z6elc9kc2dzmwn3p9qqrgutwz,589830
kujira1cvcgcvgylrvget5cw9v7q8ghv0fxvywsscrv7f,35082531339
kujira1cmh8ckwll9jzrfcupta0fcxj9gwj2y2hudx8au,564881
kujira1ekqf8g94h7ugnuruqc7zkqw0f2g3awhuq50us9,6503122
kujira1uxyg23jgn5kdlsnl20ns3qsuy5td6gnnnl8wne,179080
kujira1p3nuyf88qzfe29tmmh6n0waqhf8cupvqp7h3sr,303523
kujira10ujvltcky6sdjnvuvqexqflacysywalraua55r,4405585
kujira1ngy37gkff5ffvvta6jpewxxq2aa5vdh27e8ghr,21918040
kujira1vmkn8ns7c2w2d8pqpcsg37p6c5uc9t0e9pl8p0,76403
kujira1fcygwdcfwdnt8gpuv0rr5j6llnexsw66tuv236,937117
kujira1gutu9p0crkqyasmzrzwak6sem3tp48wa74e44q,276330
kujira1xzfdjr9p3dw8p357944tyzqw6qawutgacr3p6j,232870
kujira1fdw473rx6yxprleffmckc3ldles7usuf88deq2,487456
kujira1tg5kjy89a4rs0l809yr5gmkd3vhjytudemnl4h,258621
kujira1t7c25perc7vc0jvqs2efz5yw304p9gl8k67a79,445526
kujira1sal72uejjd000dwjrufrcqflp9c8ke9tcwacts,5223937
kujira1yckpgmq9p2q92zajr9steeun6kxp4yqczt7jum,326871
kujira15pmrvmt36mu3xahya8np8mlkxlljsx8amnf9ap,556123
kujira16hmvxnw99ay5r8qlz5njxk5nl7g3msjl6z7da2,12543227
kujira1mzje2sy5vng2dyh8w5rzy20wlsaa7jjg9uxthp,282635
kujira1r0x42hepqtm8qtdgsqaq5j54vf3xuf53le3a9a,421365
kujira187xf6ffwwmjmntdley6qku48easj2y9xxu75rw,1039301
kujira10nhfe4mjg83cmrk3jj5rgax9c3lwjjgu8335ej,3386
kujira1afjnuwefumzlp5fdza8zf94hhkxh9r95hfhuaf,191492
kujira1z8v4tmtc3vwq8y4a2xvumga02zsnwqat4n7tgk,2349657
kujira18472hjzzwps4hjsn4sp8gw8q6c6ada0fh2jche,474900
kujira1davseq84u4dkm4pdvzq66qpmeyx50l9yd3wagc,519973
kujira1n56zcrkh4la7ay7fq93xa7mvx38ukqc5y5dall,147542
kujira1z7j0ftauwfpngvaz7rqwv4rmj639mqh5ae546v,201653
kujira1s2d4v6k74p6xa9kphygfcgm4clnhrerpquprrc,24998
kujira1x744j4hfppdr5yc0nlwvzaaqr0yzaqrmjzl5cp,1402357
kujira10nll9eucpq84fh8zeq6vl26nps8fjh366ny7k6,172104
kujira150u2hy0nzmxmgfula6cs975x9935fa79qwvf9s,29307
kujira14c0h588yglwhr5uys2e9afje0cldrfk0wsj5p4,357376
kujira1rpc0vpe7y6wtvwluga2nhr600vp5h76pm0qxl0,430355
kujira1vjjzavwdetp5s6g7htenuz3r0xtm6fpgsh62fk,9801255
kujira1ks3ejmzlvtte2zhqcmxsc9rtrjazrhjuddldpv,1063496
kujira1xggxjt3sn3xz2yw60qcp9ns9hysus2d8xrtpfz,77541865
kujira1udr4knvhl62ldgffgeankmnfy0tch9p40zf738,214287
kujira14t06su47qw84f3emrc2jsrj2dv0gdt5ryhz6m6,4445512
kujira133elagg75ak36gc6zlnqcqfzn3d9ty60xgkhhm,265768418895
kujira1rdgmh6wwshu4glglgwrlqqrc75lvqpwm9sejtt,488419
kujira1434ashl4wqx9pm5vtg2v929utp5ndca800s8he,109204
kujira1myzp4t0h92n2ss68vw44jtxec94p90c3xm0eqw,10596352819
kujira1ls0d4a5tny7v7svh8c47s6zqq09mer9ghghnvy,52466
kujira18hmenu7ygd74mzfsqmfgcg6pvvq2h7lt8xzdtz,943772
kujira1kufs3d0p05cuv03z29udkfw3cjvfeuqt7tvqaj,21496103
kujira12nhu3smrune8qhky7ydvv2fxv4sryheasr9hcd,8513895
kujira1uxhcgqgal9yf6f0ycwk45dvu4zre7v62pu4yhx,14045
kujira12sm48v3llrcfrs6zdjtgxrv2vd87ds7yqeyuk0,178639
kujira1xmuu3fr2xek9g7dfqertqz2g54krs2txhszn5y,523354
kujira1ksx4f4g4szw09mc7a0005eqcj9uzvhhvmx83d6,672348
kujira1k4720tswrxgqqngxyyg3ejteghpg4z9lnr4d7l,153959
kujira1e5jprrmun9t7tuuk9qf3s7nu3mg6yq72vrqgu5,1130445
kujira1mjzd5acjx23mjwrsw8lvm8fq05m4jkz2ftpg7n,1454865
kujira1u4nhhz5jenym3seq6gex42g47h8r8k259wgqj9,88802
kujira19u7v5syutrqx7y8v49g8l4s9mjws0k0v8ykafx,432735
kujira19psaz3xzyn5d6yquyq9mxe5k7w0mxx402kf3ej,86424
kujira13m2gcpcpkdws54avrfelxuksw470axhtge6ht3,66851
kujira1mkqz0kqrvv97k34fufle9rx7fvukze4p2qm902,550899
kujira1l7xk6j9982n4cf90mlr92zc39y5gpts393fp98,4226108
kujira1pu3jd5zkhutyj5xnsxkzg6rnj2a99dnsuv0nm8,55089986
kujira1299cdqh5mdln46spvs7c9q5avgr3slljyn4y7t,14692
kujira1jj5yrkgrzu2k22y9jgqkf9h5slk0ej9snswyg0,10500000000
kujira1pwwun5pnq0v2yyp9mczdyne84yu4frsxhcn4am,1250680
kujira10vn524hxqejk26lasd2s8lxa7w4vzslz54t4dj,285805
kujira1st7xtf7el3hdymvqf0xln3muag46kgjv6tz3pw,2504187
kujira1kaj7x6jjmuzku0t5ze5g8dsgh8n9n8wjycggq6,938225
kujira1mwfhysxt65qhw0awezw3mc85fva9lghy7dmls9,613481
kujira1muzsnuk7kj3eax54e5tel6x0ja499y5ymt3pxk,96830
kujira1p2tdq7zgjfpyctn7kzh9m3e39q4trtdl9638yy,526494
kujira1fpa7qf55s7ql83adg92ggvukpd5lpmf0au5y7k,508375
kujira1npkf0atp4p4m9mqyec60ka754qsg7j7lzztnlu,947733
kujira14yg6jxdsvrx3ggswlwsg7glcrwqfj9d4u3a2q7,10599
kujira1hzm7f88e2762jhpc4h2klu3qak7ufa8aj96c7m,129659
kujira1hnerpz26594v8cwxq0lsmevtsdsmfyttc6yjyd,2643344
kujira1yqvh3l9dtc9jla375mxe6lpftx4vqzpcy88aur,44650244
kujira1ykhs50uyv56cq9t5xyty0xguw6ekg0s0y3cqpx,2159527
kujira19uqsn6rwxl8dvpktdt56raxp7kas08dq2hwhf9,231846
kujira12grxfz0aq25jcedpwp0q6scnesttnwmhapp9mr,10807
kujira10gq5zl36gysxw98gq604d75nlmxf89ygzae03d,266906
kujira1skqa0rysj83hayf8vj94965f34g9w4yfjn3fan,21937
kujira1mny35yepse0y8d7m9zh8wpl5mlphts9dqulw39,15004629
kujira17nvq33spjjsn9jw64unpg5l3ess4fke8ya3tx7,36440
kujira1pn6gcdkcsu44u3g5qw5586nvwl59hwkxjejdvm,4189869
kujira1srdydw8kdzpg5vx7kmmzmswm6phud7npfcc638,255236
kujira13ukuh4ajjkttrqf3g9l5sqqkqepz3jvtec6ngt,450083
kujira1xyyd4aptf7q7t5vj92dnnfjraphvzhj6zjhzxx,185625
kujira1s3f7mys9gnnjc28a6ugdljmr34tr4yxa0ya4cp,96803
kujira14wsg3e5ysmzajxjmhd9mm052rtn8n2l5z35ajh,670974
kujira1czd5uph0zad5tjz6nk0e3n67v5tn3n739sak5e,42
kujira1yakyz5rckhg2j3s99erxzfnhhqv6zx4w5hurnd,27542107
kujira1tcvw066h3fjy9ntuz25fnur5att8qtkznmj6nj,456367
kujira13mzra7a52mdlh07gkrpas7700ugsjc49vcmmvm,13905
kujira1hf4h2yndm7spqlerc3suafnprlymprc8lvsmx4,553930915
kujira1pr0hxu9ytqun7fdkhejeu3g26mxsn0vrynylkc,528841
kujira18aqzdljpa8uep3hldqw5sy3crsp284uqqt0uf8,637940
kujira1vm56f85thvtpfjp3n6depz6wdmswc5a7def9mp,10293714
kujira1de3qkh0lyfwlpjc4ef7xvursd8qtnj27ly7rwg,892209
kujira1yptutagr744xs74dxg89vu79qla2r27tusxjme,44946
kujira18th67pfq56ecq4m3985a5upergwqu5ksx6lvvh,1223511
kujira18dpyqpzwwrhcxf9h3pzx4mevs7sps7g6pqcu2x,42
kujira18u0a2rqm306nd965ehdufxpytxay7ckz0rm08f,2425321
kujira1tkt02wk902t6up07gka4088h7qrc8yw6rqxdl7,466371
kujira1wu89r9x36uqukwuygkfxz2pcaq46q5kdz3ve4z,2527408
kujira150v2fejnvjvszkcnfdwg9lychj3dg4ucpmpt5v,2094457
kujira1h064fz82g7hfrevmgc0cmjdcc46nuqz2tl3tfr,109483
kujira1pfgwx92f02aqdvmaca8kvj6jl0wf6wvze2fknl,26857797
kujira1wypg6qhuks09wee4lawelcv9u5krcd7986e0gh,880679
kujira1w2yc7hs4t99sk2875a4uszw3k32ajwp07sl8he,2162814
kujira1k4ysakwpe6shhft2nupt99fj4r6mhfauka8fcu,517361
kujira1p9tthj5pwu0pnzylvs2vnpe7mf28fve547l6r5,902429
kujira1gkw9h6da0kv3kxxre87zuyhxwv76hc3kgnnp73,1570064
kujira1dupkhczdr6dy8vljyg4a0lcemnsfzjeqlxwnw7,8
kujira1wq84vrue3c7k62k78mjd6exddnhj45p4ddmg3m,447218
kujira107gfnxrmu8e3k8vgr3z0wskfxm6t3zjlw3g089,815278
kujira1pck3esccjdp6zuzuq57elegm43jal7lmcr4eqm,5160160
kujira1f9u3yfk43kan4d0k4zwr6cezclusrerf74tyle,2141660
kujira15ts34kh2tksx8ynv4r9wedwm40arengtrmy8ta,547255
kujira150s7mxvxlfd25rd075rj4qhyx9mv6x28gv7jgz,287544
kujira1excmz0f7k9z3ydchv8t2pde8v45hjl2xkf78u7,999999
kujira1e8ls9qgznqe4qk27c7lcmrmqtuzz89qcfakmly,20
kujira1mxs9d7xrj0z203euqhf8uas297wwl0yu3k37c7,1660091
kujira1qz2dywwqer5l73jv2emryl5u5gym823hw6ftn7,511210
kujira1jy8fzlc9vrjamkzplr5fcyjuhyjkl667pjn34s,2084052
kujira1h3r54jw70tkknsd3lwuplak34u4ed5739ehyuh,253811
kujira1c89a4t6ktdcfz3gmlkh0rkxtrt6433skht3h2s,512887
kujira1axf3wd343y0unqmgue0mdzj3380as6qmgxgsmv,327234
kujira1at2a536t5rhjhu5lrem26mm48zdsa3uvrvht5y,7568980
kujira1ammx459meute6x7lsp6wds7e69gggzys2vavsf,5756900
kujira1rn5e3uj2u367p5cm0xa6f54ng7dlhtldaq9cue,1846154000000
kujira1zh6zalur2m4qnutnephcmy4k2a574legh6n3q8,159530
kujira1xaez5z9wue0puupuzcgh053v0lxlu4705j77wf,930293
kujira12f0at5x9c9cpvkk9r7sc9rtf752kf3m6hzuqdv,3398230
kujira1nnfm8mzv2zmuvhf2ewuc923u229mhy6ah87s89,628612
kujira1qf0m8ajwdsyt69wpjm3a5qtpkx05kqe9xm6ek9,7707
kujira15pzetpdepcgd7nprdgn3v2fvv4qkcf2n7rnn4l,963810
kujira1nmg9dl3p7ef2y46h9qnvdl57pak0kfa5gnfdwz,2868111
kujira15jwl53rj450k73fptr7fhgu309gn8qm3myf28g,236766
kujira1l9hvncmkahhsar0rrnyv4rnyac3pxpe72umaps,523354
kujira1ph8ps2ulxxcq62e8zu07xuz0g06gc4c7weepcp,270470
kujira1sav8hp24mvcp34vuad543y2mw042l470849qjk,1380718
kujira1dzdz6hwegce4p00z58jnufklzdmfcr5mhvpzqs,146120610
kujira1nvpgw27cn6xpj90xqmwgpdpluj0hyy9xyak4xr,30000000000
kujira13k9gmee86j4ys5qkqf4tla9qsc3creftudjf0k,124964
kujira1ztrq7d6z9sxfr8zhvhf226xy604sjtcvjkt74e,3590815
kujira1ftlwcawv2c776nt2un3xp80ak60alh9sx5y42q,224435
kujira1w7u3ne3adml4q7r7y5mrqjkagrxn3rs3p7j8xv,15628498
kujira1sjqxmac7xjeywz7fsv3sk22hgus8fkmgxazr99,309424
kujira1cuzqzgq2sv458ydnxy08pekk2ajj080v9m5jen,22330169
kujira1u2yj504skzf7ctx3v2em4kkfp4whlf3vx60zns,1461540
kujira1pyqppn9juyqw5e4d4ze989tz8ynm85dh50xs2h,418683
kujira19jg2gl5xjy8uqndvf3q60xee7a4c43ga2zz5ry,224987
kujira1e04r4h4nzl7hd08h7zp2nxyn3nhw74e3s8pfte,1101919
kujira1znaxht4elecukhcgexmqqwqtzv84395arcx0ze,56839
kujira1wzp492q0l8fuqdnnrgwwyj2ny0wsyu003zvgyh,1296203
kujira1jhvxjvhz8qysvd9c5ktphg6t33cnhdfumjzk02,435021
kujira1kvjga5mfey08mgmtfs45q93w7xfwph66ekvevz,75470750000
kujira1r7xw5hw7ncskwzxm4psfqa74ynsgql7q68wrt8,66837393
kujira1vcnwt9zq2393aamvw799eu8rkfth9hwrl8c0df,376122
kujira1wtmrntzn0shlrh42ykxctsy0g00cq0la8f5ymj,1020183
kujira10p2pk70f7h397uf6v3225avc0pk47hcyup2fmn,146813
kujira1sw0aglp7r9ncrm8mlz24m482re8hds6mvn6sm9,2256264
kujira16tnznetrgqghqv0yhxm5we909x8sz5uguz0zy5,421365
kujira12ruw3fzhmm98dzt929g5sgm2u8rzq7rpa2xfdw,762851
kujira14d42lpswtkuve0ems6lf987yeh4tet0323h2n8,103411
kujira1kvdnlc6ccs52ue7n26tgfw8dq2w95t5mptq6f4,92335
kujira1l8k3ucy9mcuhkpd68g8gn2lerpyvem3590nl0l,54923
kujira1az0ujl28pf9e57zc3pt4q75wytsa3a35mqn8plzwykcj3e0a9vpqd9a2ls,20536882
kujira1j9g25qslvjvpqjtu0da0yvmumtaqk85uy9hxyp,1481031
kujira1p9jzk2mkfa9wt5x6rdy7qe5q6kggsgu47nfa6u,821773
kujira19qyd7rrj2dwqp75f35dr9whnk46wrmpvgdzkds,5661
kujira140l6y2gp3gxvay6qtn70re7z2s0gn57za33utt,16448642
kujira17v92upzp656ypw4kggs4tdlhelj4grfwmznhl7,230852
kujira1qtwm6fjz79uqw8edd2ht3427ma3erhewqpvy78,1046666
kujira149zw8jt49tngsucufeyxpszt43veaankmsusk7,505692
kujira1czkux2qwvlc0k8q92yfcgnh9hjak48wjtlprc3,454491
kujira1cagy4ex9xg4026xacjfaphejdauhul48a4y7yn,523563
kujira1uuvvh83hpd3jndpt9l8tw63r7k63z9asyf4t67,8634986
kujira1rrg37tcrnmmgyccjxxzmjx6uwlrgrzv6yvlqdd,10
kujira1w5p2pq96pjds85p3vnvqg9mtw9005k78p0apqn,202244
kujira1jz34n5d68jwvac7pnvnzmzh9a0qkvep6u3jmcp,1011615
kujira143es7ypyh5ynntyzya7a77qu87x0zw5ee8hfgx,417128
kujira1w3x7jh5l6tyyg3qad7ql60w3wy8qcxe6pnxjxy,2517438
kujira1xvunup2m747gu6yr5qpmpehal5tr654cam7shc,1057589
kujira1du8gvmmmq6z5cqv9hdz3vawndm7uphlw86cpqr,344920
kujira15plkr3v39n8aven6heay04cdq5xaqcp2760gnk,432829
kujira1kf5vhtyfgtw4p683su8afvwauhkjue2tx7p4r0,32781
kujira173pn5d5lct5xkpx9l85ww8p97c8ssge3jdn57v,178229
kujira1qnd68sdjaamhvwpnws86gwn8cf36kxmk4rn4gj,264430
kujira12dt09wy2dvfmsfc2leut2639kksymkup6nmzqm,261677
kujira15yz9escu0l52w3srcp6wyztzd4ez3gd992wyl5,136423
kujira16t446vhn65g52v68656j5s8uywtn0srvc57hpr,56442
kujira1uhfwqxpmxsekdrjnd2h3uzv3kte75y94hqvtcd,17144
kujira19fsh0dxpenay43a88l7926tjazvej4stke4qkl,500385
kujira14v56349e5n0hxlzcd3jr90t2a4hnvydc6m245g,140797
kujira143075qj2hvellg3kht56mujp284ueqd7defym0,53320
kujira1keaeu3wellxk2hzf3x3hx6dk5c0psh0tx8vzex,2753103
kujira1audhk7qddyz6z8ewyx5l3azcux6ewnf4xm7ju8,362287
kujira19qnmkw0ywsq6yp933cghh6h39vhd8567kchhyl,2664108
kujira1a3fxenfqvcwaecpeuhd40ws9cvxj4ja5ak9uga,1153647
kujira1xf2d96rmuk3al607xh8cmure5shenfmfamz59g,26443192
kujira1yalg5tdpk7erxr8efs8fzxalv2tgsng9wtjt9k,551388
kujira14f87laanr0mslp3sp55x2rmmtpdzjxcmu7y6l0f3mhmufvhd7yfq37clf4,18840566
kujira1px8gpt6j3mqppeatd4gnygqpk2tgmewcn9swlu,174937
kujira1f90mruxqqa8hhajcjdqw29ntwwv9yex7tcxr2t,91927
kujira1s74gdhzd9vuqylnhafdxlz570u428330f890nj,261886
kujira13ns2ns3epzgrzycvmdy5vvsc05vvrw0ekmag82,396409
kujira1yrmj7kxfx2w9j4d85tssgu9j7sr3gk9cnlrul0,279910
kujira1davjaen3wjem3xvvh4mdmykt2hkepc7gm6qpyk,104670
kujira1wf7tcypfjnf43kenjfh6n9ukar2avtlpxgpx8v,544498
kujira1ecvxr5rlyx0l2arnfarkhhwxfsgpemsqu59ua9,84650
kujira1aqz5n6dwvgj2qhzfhrqlxhfdaa9qha98tl8p7t,523876
kujira19pxld9c0jc0pl7h6xf5njw4pe6kx2ey8g6vvhe,429278
kujira1eax282xz92nqgx3ps9c6xktx3ssa89l2vluexe,486462
kujira1z4k2czlve6x4wmru3xnxjd76myuaef0xwwgml8,1090780
kujira1re2n6lg7qkg4xy4ptxg8x5ynml2kzneunrgtfv,56839
kujira1vf62t5lzkk9x3t9723wxutty3yvlm7kv82tuap,43224
kujira1mzvz8zjdxqd4h27kcrkqlq5k2md024cruqtx96,197729
kujira1qwxark9st2xdrratxf23at7wqlv35we0mgmr3c,422626
kujira1gw6yu9jetj2vrht8qrf9wmpjdq4weueegy3wss,283549
kujira1fc2nvkr6zkpmcphgsk945r42p39xua7spp475q,628020
kujira1nc68un2eputrd04g6zj459fk0an9lgt4xqa8qm,293557
kujira1eutgdv5w42mkz25kahpj0lega460tvfdgrfmtn,2375000000
kujira1rknuaymxsa689h6alp4aug7047p4mknfxlskx6,21421991
kujira1rprqd0fvnl3awtjn5jg6c4nttgvrl8rhvyxf5t,430671
kujira1rg5l8gwmshdu5qtr04fxczjk6z7xp06fkc7je0,665286
kujira1ypw9a6slck4fpmrj2sj2tulasjra67mc603cmr,4521234
kujira1y7d89csw360js975rusfwdefxqdzqmfzjyd5gt,52931074
kujira1g0p827chwkm4kkgu9eqx3jru60huf0egyln2qy,26758275
kujira1ceq9je9mjkddww0wgqwyly52g2j7wzyy762vxx,5241785
kujira1uhtlvgemsgv5e0my0ek3e39jqa2l34mzuc8y96,305789
kujira1pr8rwc8f7h94nay7pqwm8875hns08v2txqmzpy,1396949
kujira13rj344qsg03jfduhkjl933t4tqcmv0w5ssushp,1057176
kujira1mzwd0e8vyje44249ngswc5sv5l5t6fsr7zcwf9,1046666
kujira1uuehlfvgn8zqwa87c6petujmhghnfgrzmg5wu2,105344
kujira1a2j2l2qcxxgj9hegljs48jtavu5hyquptxtm4a,65401337
kujira1ppnxagxvcgmst8n3qsk6rmm4r00k09xd42689d,2129516
kujira1sm3lgdltqdal5k9s006l6cmvhtsrnhgygh2gym,540961
kujira15jx0v767zutpsjvwx4lwk7z28n8mzvd0y0sz42,10818
kujira14as0nrdrmk2hzl0euyyzk2m3nwqwpxen789hdy,428892
kujira1cfeee8txphea7jtcwtfnwrzz7fws3ausjxffqg,633470
kujira1ulw0yatdtxgyr73shfcyexmj4njg2ak7lljzq2,10
kujira1gn6ndneh9fwst8yjwxfdrxteku9d6plu37tx6q,8308398
kujira1mdlykxslq6mvnw2uxkxfrkpn7a9asvg70qh9xa,8124034037
kujira1n4ky24fsthvjm7lzgxleputd3rvzdezsejhejp,2115445
kujira19gmzxs972v8s5ukrvnxx0cyctvhahza7kfjeyr,266894
kujira1xhqp3rqyk5ghy7jzn5gwsu9k8q8a36qckmhn5y,1021875
kujira169s5mycpyz2zw0r4x63rrzule0alsfzf7wxstm,195902
kujira17wjp0pp9qtqn43v4e0drv2w9x92exj9pc9hney,412552
kujira17w5yftqfrsk004mpa5js620vycm5tta32eurzp,209529
kujira1p5cpd6a6dh3gwgv4cl72jhceeac40pp2ey6dww,385158
kujira1m2879sa48vtzu5xt49jpupzl0rdqk3jfypr85r,446534
kujira134c8qkz0fud3ugfutxrqh5zuppfpdjcj66fg6c,534372
kujira1cm6w45m8ypcuzlru9wgjum5zwjhglrlml8zux3,429409
kujira1e5gnqs97e2ezufrmwakq8laa0lk9t35km4fl0z,418682
kujira19w8c98qalk0hrf229zaetjew3h5xak4m6vyud3,5808685
kujira169wy78kcy7840xhwl3r062xm4mypxj3sgeet8z,5252825
kujira102fs3rzdvgu54nq58t20fk629y7w45xr7nq2gm,6373900
kujira1w5r77vy6hfyle9vzk8xgpc2tg5cj4fklvpw4z6,350591
kujira1stu97h2n9z5tgl9222j369z72wegtcd69gk7w0,444605
kujira1dhhut9j2j986gncpwdmcpjkgreyv2d22fc4etw,144054
kujira1d7vzn0nh4t2cf6cta9qe68qpj6y58lamek8wf0,31
kujira1s4jhnzs0lza8fpc9dnd8hrxvq0mk32dxtz99st,68750
kujira1tsgjvwh6m98j4ump0sl0g3helswqu43nka96ud,545390
kujira1gpjn0uly9mwusyf8pvj8rt0sh3fgsgqmfek4gl,49716
kujira1dxaudy8hqsdfvj7xjg2t0wg9hklex38m63y7su,548661
kujira10rvlqx3g7mk57qt27z9nqr8xx66se49u6pdxx7,8306467
kujira1hr0lssvytzygh084zgc0apk2prm3fcsetlhgz9,2470493193
kujira1mylhlzqxdku0kmtvllylv7rcdzle4jujvshw75,120245
kujira1ayrwxj277098eauh9cdhhr5gwq50uxah3xfxe5,28628
kujira17nl3mpwqakzjvwz5wfjk9077r4e0ufqwvzycwu,28629
kujira1y5ggpttm7ahq60qfcdf80suzesp30n7q9m8c8p,528408
kujira1024uzh99xharpytf2qhwvl6aqt2pzc3kqn9uqd,103542
kujira165demaeeds50284ayeynhkz57e2ryzuq8ape8n,68451
kujira16g5fam878shy9upvrge8pvwnzq6pcktsvs7tuy,524400
kujira139rhn7vwq7yquwjh9uwxh6w58hc63q8gmpjzxe,230304
kujira1xl3dguhcadqhvy39smcz5zslqfm9svwlsa7fdy,1132981
kujira18w7e2prxf8p7pt55wkydfqgg90dypvxs2u5t94,454504
kujira1vqvl3p8la7gk2xmfk68pw92txaafpuaxfd7snx,196121
kujira1vnc3n67slpvuw46vjpc9rdqclefywevs77yv3l,995409
kujira15322wsjz3yrfrk9fz85wk5g3uchdx35ltz9202,533821
kujira1xg8uz86rpf8at8zwjqxcmfxz7ws7gqq4hu5d8y,2405
kujira1k9w0ltvgwpqwm5fpdnj46rvg448zs72gw24s7w,428030
kujira1ecwadzwrwdk3uz3q33l2fd3wg2qkc8rjfmnrec,1950755
kujira1jdtj5vg64p0med223er9wqk9f8r20fg44erzpv,294415
kujira1vt0ppn6249e2lcz20t8qp02ralvy8rteae46hn,1746595000000
kujira1jfzlscrdqmu8q6q2qwaqga9r22rfatxj3zz45p,196080
kujira149wp6vazd9gpwnwkapeuw96wks9ymkttlesn4p,1640766
kujira1l69hq2auhct8kpct6sc2s5u0696xdgl3l630s9,173563
kujira1rhf0uku75g8kjqy87x3kjfvat4y964f4g5flmv,1757969
kujira1dkzh8glgpz39y2d7v7u34cmuqwdupakslwnhg6,4683818
kujira1alu7zzhwwlj4fu7jtlntm50jzqntrtw9p806h8,4616201
kujira1l9l3yrcu4syc2yu2735dp5tm0vlk07ekqpyxy4,373465
kujira1zshgn9avaqn5y5h3hlute8jps9yayyd3p6l74a,5902096
kujira1py4dlp0ru7c9l3a9pct0h3aykwyu0h292zqzd2,164999
kujira1rnxcasmfyk49tfcla3g63pct7yvfaqp3at6syx,132070
kujira1yyajuxvaarjnlf7n7y7rkn7cvytfft92svnw9w,79304
kujira12zcgwygunyxxdzy34vl6ct3f2gyltvwqj7u5nh,8814397
kujira12mlvtuk4wh42ye04c4a2fspt9sp80mpe0q66kp,1735969
kujira1vk2uanayezme6x8qs34yse6hudjc4ueslstwuv,1642353
kujira1qhu7h97dg8ash2awz5apa6fc920ujunneka6zj,514749
kujira1taghuqef5ydkax630s2zye2nsdqkndh0nwzhk5,523684
kujira13g8k8qyyae4j67cku6zvrfp8cz35xmtyqsczgu,170149
kujira1u27mk4sja7yw6jz0c7pk5epef2yk5dfrz2p2ma,387832
kujira17mgw5cn38a8luk49366xerxqyeyg78h80pxdh2,28603
kujira12gasm3vr4f2jpeul4d49kmv424sxjznwpg2yf8,2300254
kujira1ga49wvxlwj5yszy4ydtdwknsv9ssfzt3l3hhzl,402857
kujira10g5c6jdxs5rrreyayfgqvd44gsjywjwjg35qsr,1004246
kujira1sl4q6kakhfyw777kct2tjr9j8xeev723jg9pn7,10126930
kujira1k8yl233fy4d73v7j3wpw4uyh4qungfsfgjc9l5,218489
kujira1lyn4h7mlrcm40fpe5kgd8x87u5sgr6xnru2ny2,532042
kujira1xc8nvj9wrkrvcye0kku48tv4tzl0nx4qyjp54g,1072751
kujira18kd8tv6hry9yqklazzjdkttgrx4rsjx3rmcsr7,455198
kujira1hxpckfd9czkcycmkv4rpt49lchtsvgcpdjq345,18545
kujira1838q6c58dqzkym4a4axp345sp8sxjc09fn2ykw,451878
kujira17r20rkrce6e806428wexr2wsnu9tujlss8yxu9,1986448
kujira1k0mh357ch3lm4v5l5czldzuw2ykcl3t2s9elp0,283573
kujira14ya5xemka4s2nq75f7gtau9p6nvn7utsxhv5z9,437045
kujira1vkxj2ux7tka0z45r450e6fvdgme4gs8ud73r3w,100784
kujira14jxpecvlpuqpvknfphe5cddg7e34fk9fsqjey4,443125
kujira1ecutt0rl4yaaw4eu5vmpf0hgvzy4rrl8fj97vx,226079
kujira18knpr5yeztrydykqxsw9xxarep4455qm69y09q,1034610
kujira12q9v8tq72lwp855w9wscv957x025s20aqzd6w5,266304
kujira1vcuf73cnfwwcqfduwe67qsfdk3l58axxjp7eff,21309
kujira15md4wkfqux35ak5rh2409yk3gx8l4y5sa4g452,3323787
kujira14yde2f2zuucwemwr598tsumhaprzycmffhz00j,15903592
kujira1m9wceej5mcfv33uvczvjn07hay9za7qpdr3thq,1457679
kujira1yj20gu7yr9nhlq3xrg7lseuzpxnlj9qqrzmtag,534371
kujira1t3qwngzrcuprh6arj3qfurc4ujvvyrs999jk6e,40322
