Address,Balance
kujira1zxmmmdd7nxq6h2wtlkyrpeqpjy2t8tl7hk6hm8,30354477
kujira1w7yqnrszx2g7085e4w4l7j9723s37qtnaq765t,21362753
kujira14tmzkvnxyh97qyy2feujug99ggwtt3xsnppavq,2048728
kujira1wjvf64rkt0ku4p8v9y3yytrucgvz3wcn0w2ykz,8700359
kujira1yd8kzxtr3u0ajzmqxlxsgcelm06d2a2ntp7gpr,5874
kujira1nc9c5ecv6247xwxhxv399yd7zntu8v8dnf465v,397
kujira14rt5w9u8xn8ty8axa4k5m9g64x8qsedr7j4rge,711033
kujira1cp5ejwk4gc0wkdme2a05aju7haw7wqqzpah3af,3570962
kujira1am4uagp0xwkw8cm7gxfcyxekw5wzemfw4xu03n,544288
kujira1lgv3evk4zaycn7t4q7txcxgzz28znfgjvws73s,425079
kujira1rtydc300l3je7aefk0ca26zdpg0wfluz03349w,1057175
kujira1swyswzk6lvnma8p7kaw7lj55m49hk8gdnkgjpp,167708
kujira13qxlt540a2924k4l6tdcyne02p39xrzjsxulaq,73436
kujira1gvjhw5t8jj0nynpchcqlcdwhckw7j0kpf3zdgs,1059490
kujira1az45nge62qvxzegy0h4qa5wq8emyvf358yf78w,171
kujira1lkhvqeu70f6gvcqejhddtg6sns5z5sgxa2ldk5,75654
kujira1u85cgrplh2yhehegjm27sn2cphtt63v9txpkyk,286334
kujira1sv94kscrse7dxztfls3l6s2gl8ggafpgw2hwh5,3819725
kujira14gtxuv7hflphuwjyjukq9ujn9lkrzjrgnhfs8p,401087
kujira17kwjjxt9zhs3vdeevn52c8ksxukv80vg3ek7gf,371951
kujira12zap8nl8fzy7sxgs4gzztgk0dv0nr3zqc0m3nc,137028
kujira1pvl7tupgdksg70s9l66ckmpcqxhgk4k8dyp3wx,30525
kujira18a5px3dd5yqvxxcv9fn6528d6nv3m9w63t80tv,443392
kujira1c5eyns58gt804e2dkrjr2l5gkm5qc7sg2fan97,322537
kujira1u5mt6q5rad494wcc35je9gy7jl4hzzhvtgdwfq,31958772
kujira1qwxv56sew2glrr5s2qklrvekp4w8xu3qtqth52,434543
kujira1fsv9m2ug3jwhjrujhw36xe49vwjcav8u8zv5nv,955158111
kujira1jh6z35g22gwxyzthn4j8glxqjxd6phgy4qtz4g,174608
kujira1ec6stsfy3767kygg6utsljc3q2dqla6vrrkfsu,916115
kujira17gg0twymd2zeer3e2fpa09pwguul8hrfr78u3w,332846
kujira1zltt5h3m3z76whqt3xaahe5rpd6v4q4eanhljp,3300905
kujira1rfc6me4474jmgfc6054q4sl95ywpkf7v0y5tjy,17
kujira1gpwwzglyrn787qnuhef3v3rga9k0zt74ehmw8q,2406727
kujira12mnh3f4ucklslprmacfwk8g3nf32dsfzywdz7l,282599
kujira1dmrayqx0qcm50fkauarzyd7cga5qfth2jq25q4,6918742
kujira1nwwagqqlfkpx3rftkjp4t8q25un7pw0x4tclhc,1046100
kujira1nnww94w7zse7rcepq4wwlvulzpqd30t6kyy22a,599927
kujira14zhkumpvhh0nyt2y5lyutc9rhwn6762zlu02k7,25364699
kujira1psqks8y2mprlqgqh4erugtm56tg5yd94jh670s,194668
kujira1ej5g2y7g2nsuc2ngg4mjln97vldfmkv2lvd448,1133635
kujira1h0q5yek45e37nq2xvxgxhq9g489sjfwtu2kz9n,181181
kujira1sx7hmxx0grsqrq7hd4avp929l4pw8y39j5jhwm,446227
kujira1n0f2m43nhkz9sdtmvh8mhune3uz8l6aer7uldq,4041612276
kujira16t3tuhd9h870qh00s5jwav00d5mzmrap00r4sl,5145404
kujira1lg3vfjp6d43p7eefxg2xgs2a4juqagtf44g9te,1046705
kujira1duahkr8wufv02xw4jl8fx6qq8jtwsx2cfw5gs6,116739
kujira1fgrs29nzdlrx9h4w2drhjk66t2zhl3ptlvm8wr,596729
kujira10cfxhr3m9lrv3vvms4es85xegmq9rhm6zr46l6,974211
kujira1s5a4s4403j03fmquhw7hm5p09eweedpefemc23,291
kujira153ejkvcqtwvrqrku4v75ht3jemh8tlazu7pt48,1540574
kujira14u0rfadu263pxhllwfydljxs78cuafrjj0jsnp,268596580
kujira1q4p4eamgyel9yw024edlz4fw0z0h43t26vkqhp,3032837
kujira18sz50u30vfpf7lzdax3grekyn6snq0ucn45wqk,1098773
kujira1yvyt3cdsm2pptynlz8kmwph483p527vden7d6x,448064
kujira1gcz27wnnjcwen58kfu5a76ghtz5qqp5ptj6c7f,423090
kujira108w3fg4eh2q346qskqg9p4rvyp4vftqqrjajzt,369078
kujira1n6g25k7tuhpyxgc2ak4tmuxhuw6ewwz3vye2vt,2372022
kujira1hlhtlry8ymehlffskfasq3kq2vvvlvyyvm47xt,172076
kujira1rv8355sgfzxk9lqcletvv42un0k2qxt8gqvv2y,306452
kujira10ycq2rvf56zl49z2mnyg4ttqjmfmjz99dj8t4w,17126588
kujira15ad6lzna9ucaj6ajk53yh5m05es2u706pzmw0c,512887
kujira1d439le7z66wg2y4d0f3wqmwa2k58l7j5h8pf6n,231198
kujira109k2ezkg8l5vmnr8d9d387w6ew2hq08el05ey8,8738443
kujira1388nhc75de8z8cgnr7ua86war36005a9l9fk8k,523353
kujira1ngnkjd6034dfgvkh47w5c2eh8w2pxtf9shsgnp,1570059
kujira1c42dfpu2mhvj2rkyuy4g8xfepwr6uqu3qlsy4n,962969
kujira1zvh5jkkxrf65904m0hffgdy89u0tum5533f3yz,1596353
kujira14j9prw59h5yejwdfr7ku0p8npxfhz20kezngc5,4908515
kujira1wnxadqt76e885ex4uuyuzqw586t9a77cg2ddcj,440715
kujira1a5wtevqew0y3880sp6w7lgtu90m3ts3850zxtl,69453
kujira1cxyczk4rfzx468xy437n9g0chy8q7pwv46quuc,1288827
kujira1ceg6k68m0vwg4epk4rn6x02vur6f02hkw7q5jn,20868
kujira1ghaux2ejd2ljv22w6dvzzh6pf8799f30f52wau,658712
kujira1dsxjsp3nzu29d3khlxl4237cz3mug2z6gxusxv,32706
kujira1jjjr2jnrkd9kuztfrmcnwh9agwxj6d4ehmsfqm,499571
kujira1mzemvvz765vh3a5t6qxe88c2k2ts3x9zdltutm,462225
kujira1ua8z3negauagja6d76ht0tuj7yzy0mxca3deju,303876
kujira1ygswx5zyrw8kdljv8l39ply83uznl82rrcqheh,23690
kujira1v7jpt7vrw5qddtdu4n79yylqxs5fn386qpzae7,1008316
kujira107r0ylq95jdantsxr2v376s3mu0ufh6gd6x8fx,15619
kujira14m2mxuz23lnd5k4rlvedypdg6df93jtwywj08w,1531787
kujira1cx930vuyysglunnkf20art8fjjs67xrtqpwr3j,1743594
kujira1rpthed4ahsc0n2xc26rrgtm87lfffqyu9fk8cy,161482
kujira1fpyrhr48nugv6h38rdurhsd9d54fjyr05n3hsj,7683940095
kujira1t8hd08c3z6epcflmktp9cd0hen4u6myw0fh0r7,128203
kujira10kec0e0lhkfdlaqdx2swwdmpleynuuvausnqc2,511211
kujira1s45wh5gh25frnrezz3hn9wx9kns997tstaxtp0,92253353124
kujira1s7dkd3jp06mpq92g60y7h45kr5ru9cjp3e2aqa,545388
kujira1jm6u03kyskjm75maw458xsdmlp5g3pffmgkm37,188538
kujira1hz0t6mjtentscs6jwu3eqpjtszcw0ellp8xt27,1540485080
kujira1pjz90acjjace9h6cxgelymjfw8fmgn7u7ssj25,552055
kujira1lk5tel3cztv0d85c7c3mtuzh2rtmlvpyl5hzq7,550979
kujira1lwgnk2rr9pta6dzmhypudgz3fnc3d6d9n6gqfy,389923
kujira1ejpj488w86e87rkl5h35nlcgnr2t988u9segwz,99437
kujira1w28rzwhc4496wcezxuegctz845ddfm6ewa0rre,2839243800
kujira1980es327gd6g7xvug4mkkw47v76segsase392k,437096
kujira1w7lh5krner76lyvntlknrqh988kzswyjxrdrfs,2140520
kujira1m075jzcef9jgajge8qrxw2e5ya2j9jelk9xnvg,3347
kujira1rlz53jna2z598ltjrahhc0zvstvuwvwpluc2k8,296853
kujira1h69cx836h75yguc79k92xdpd7u6dzs6es8xydr,95623
kujira102c8ft3urvk97lk9nv8gqzks0gxr0whfnq7k3c,4697221
kujira1nnkhp9ehkyzzzvzz32wzrn0wqnjdppuyd38xp4,51560
kujira1wysdknpj7m5tqh29aaxzjt7wktemjp4sepky6d,5519791
kujira1fvz97k0yzcr8y7zvdlrwen947cf4e0f9sm4p5f,554755
kujira1fwd75swp43q0c2k9l24km2fs6eusdql44rdhq6,2720795
kujira1t3y8lxflf3xzcprtmnvtph8afyuffdyyshdyyq,364320
kujira1vadx7qua2gnt93gcfkv8uwgt2uwdhfrg57d620,2650913
kujira1hsnv76wmlxu78kxfdhg85fzry9uvaunq9r5d0j,135361
kujira1cdy0dhuyq6cxn6dp5en4h2r55ugflkt435r9mz,176432
kujira1zcmd3k5latytmczz62lt37k3cpfv806emqpms0,1520003
kujira1yrgrvmawrtvyzf7hhu2m3qchqm80k2gl8med87,2104560
kujira14z6wqxyv24rm6n4k9h4p4c3tfw55q8p297gdjl,3117959
kujira1u2yst93ljsem84vjkh2lwpcqwnfmscg6wg776e,17850
kujira17xzvh50lh2d3x9e5pk2edzwd0jtc3mgy6x8gld,80199
kujira1rufz79ck0cttwpnppq7arlqmg75cgjpjgj50jq,545620
kujira1tuhur4895xetj4kse38fle285ren36u0crgx0l,199947
kujira1adcv5y7tweyhtkfnc9xkz9dkqlza6qkhz8s6as,718759
kujira18gkdla7fnf8q6y4kz2map4vgd4qlvkyr7zkgg5,37204
kujira1r8pmwwnprvykp78ggd45ulecd3puryw5lnqyg4,1090560
kujira18uu6a9xm0t3uy2y27sxt3txccn5tna2p7zzxs6,15864
kujira15nlrtzx82xpj88rxhn92uhcddq3vgum2hkemj5,896200
kujira1ck5edhhuc4dgt27y2h254uwxd06k3fvt67yvv3,9076616
kujira1pul5z8jda07cxanwezcumqvcaenu5y2zzknnj7,95993
kujira133rpxu0m6n0uf2nn5gdwn2nqfud6g5sw0npk4l,26853
kujira1a9hxkpvxqfjtmey3tlrknskq4khhfajhp8ruew,5216804
kujira1vgqux432mjdtzax3rdnrcsjjfmnyaqxgc0h8lu,291
kujira1x2cncklpt6z2hjf6cw8utnqgyfpcekne4fggrz,936997
kujira1kwcqr63kauhy5a8junvuuslgqvj37g72ut9eys,724391
kujira1qj99zuelw4mupl36yr3xgkpqdyj4gees25pg86,25389588
kujira1jj0r5lr65yn607gv74xvxrhdv3jf9pkyjq4d7g,261676
kujira15r42waujh47sf9fclntmx6q34wmc4mlu27n60x,57181
kujira1e86tumjxd04sdsvz5pvadds8x24qnydlvvmzv5,9047351
kujira1azl8d4w3vmxe4pv80xw2fwyphzr23kqzce8k7z,1162996
kujira1sz9jzqr48zmaa7ls7a5wypvjtrgn4sdqy6k35u,850482
kujira1syschlrx58ggwjfwh8unmqdylxk3e7mgfnywcs,165709
kujira1s53j9lcgm54wwzaqn2gjgfy7cmka7evf4grpct,3381
kujira14v6fma6scxf6y7805jwzsf8hvnevgvq23lqflh,1836312
kujira1rjyzfzn4r4felynxgnykuvykgqhxtl0g2vqqqu,11045479
kujira12jlcx5v960n9xnrxshu2xcxj5atppt43jejly8,6099204
kujira1c6z7lrdrdg2dyud8hqdxgpn54ytm852qyrguu6,102695
kujira1ymmr0jk4f7trnne5ux69ky4qk4j2lhjtcpvjm9,2081113
kujira1vhq8nnnj7vp3c552qssua6u53wgwh6uzmlmk0r,47570
kujira1c5f774j8stu6tmvlz6znyd8w3l4rz79t7v8j34,155295
kujira1uuvcke7lur78c44rfw098anwgkavhf3fd64c0r,1057602
kujira1rerw0v6u8d9pn9a3ruf5l680nw8m6365p4cc78,914790
kujira1pjtpqucl0x6zsqtkazzakgaut80fwdvul5q6ec,442206
kujira1zqusc0jttvwf0j6yjyug9e63s974tdurcm77zu,204210
kujira18nnqf69akqy5hv6g2k8gzc9qttzqrq39ndwl72,4560228
kujira1vr2kw0cmafa84v37khz7rtwa7a5rmgncyk6ajk,324439
kujira1p8j7k4c68x2lwfe5gcu0jp80yak8h26whqyhpf,607270
kujira1zfezw9w9ddmj0dawlej09zrrmu3pq2dtvdu69u,245833
kujira1zhek7k2g4qpnmhh867gfy3edqu0sjyfx4l33fz,2083375
kujira18ws2vdy4d07rheee5jxvjg96yd85r4vkxh5vz3,41274787
kujira1l9sywxxqf40mc697m0u5hf97uq5sh8jc23auwe,418683
kujira1qzn4g5dchtmjaxsg9ldywgdvfxgaep7cutdqrd,1046708
kujira1fpuep3za8y7wxyg23x20x82pdx2jwdnw77c7ms,1623591
kujira18fsehcsuchftz2qcsmht856rs0tupsrfamwn4s,123501
kujira15fsdrnxwgca8av4hkzxwq4cg8rrajkd7dh5kjh,184359
kujira1975n56ldpeh8k7pqadq0pe6t8mmjtyqt6q8nnc,1080470
kujira1jjlzg8gdeauaxl7lwhl427p670jgr3w7vjpkq7,534513
kujira1hmjw0w24lp5r452ytksdjcngydzv2nc4uvxf0u,1018838
kujira1gwwvvp32aclpwnkkfvcjr05p3tprwgjpq2ty06,411339
kujira1y9mlq3rzy5qt3jwf4e8hrw2glrcyjtjlgrc2v2,2429447
kujira1dzprjde4psa82untfza3t77x70dunfmel8nrpt,5423606
kujira1w73hras4sxluw05mkm6dkc5n9zgx72qt5wplnv,1218743
kujira1kmnz03vn0fjl7lpsa94z27v7zt9278425c98x5,948482
kujira1cu9wdlz64r6ugr47lmz0praue9yzrdds58suuf,398958
kujira16mc2skcu3w436ya0zrnhwny0tynz53vhmgncr4,2376951
kujira1vjf8pufl5l59zlpp2kl3xzvnp3zr25dh8sgav4,1322
kujira13f2899wvs7n9jlgs7cc37xm548qc6fc6pu48z9,382440
kujira19x29mffa406xav8hkutq05v7jhxwfwyz6afc4e,85131
kujira19mxl7pptmlmlgdsr66y0hag5fg9gs5erk2m5m7,82757
kujira1dq2rpx2wk6hxma836vcqcqccmz2dgqd9qlk0qq,1
kujira1mshdrylqa4wlksz09msvqu3exzr5cq49t8zk85,1860
kujira1uyhudk5w0sqhx3n0rzyn7rt4wged45w2xu4aa7,200671
kujira1x4vhnxkfrqvgq6ehftrtp5l0286gawvmds277q,46032095818
kujira1py0ntnsju3nm8fhlcr3jeumg26xfhhfzjhkwn9,1061713
kujira1p9grt48hs6rssenhsgy76p6a9hmmk03ygam62t,1540574
kujira1pv65a2ef0a5ncmlw9akf0ad660gvs2amg7veeg,9834987
kujira14dh36gj3kd0lfmjwa5gf33267uuh7wpw9w6f29,1574211
kujira1cd4988z5dshnnuermg44ecn8wlsfuzjsnvyt3p,700434
kujira1qmtjykawrknhr5hxlupktzq0zw46yww4qzd653,219114
kujira1jd67kj7jsqu8sy5u5a00ehjfpyvm2442n0djp0,170903
kujira15m6gtjj9sc9gyyj8sjpa63n5mzz4mjn83tkzqe,521312
kujira14u4wmc5pnyqp7ecf8jutnc7675fhwu5v7uwh5n,882524
kujira1cg7qaksv4g0aua2hrstu39q2vwkt6kfvdl3kcn,4080154
kujira1c48sg63jw8crwl8jjnxlcrs44wy7ehut9ghqdk,15565553
kujira1t29fszlzm386fynrurhsd3dfmzgmcp3phxgfxg,229361
kujira13mz7qpwqnwpqpjpgsfnp7c7d4r8zqyr6lhcpwf,890782
kujira13m7eqx55zldnu72vyal828vzrypz2chvls8jnx,565472
kujira1j6x3ecv3y99pwg3ul2man0c7h8cz5y68jywc70,2678970
kujira1h432raw068qhf08kk6unfv8fc25fdhup3n7rjd,1540574
kujira1ae8d3d2cpe25qhhcmhvs9vp435w247ga7cjm80,1145607
kujira17hudt5q6fmlufvgmrreh5n06r0whng2r6wj50d,125028
kujira1ljrtv39yf4jqch90l682quj0tal7khv4hxhlfl,761
kujira1wfxk5acfdjjctlvfvzpruprgcpxsyl4xjvkt92,408453
kujira1fz8ajle4t5r3jzzs0pgt4ccvxmamq2hlpc3hud,452972
kujira12h6p2pcclzj8a5lqnf3p4cm0kuvrka2uyudsr3,282463
kujira14w4jd6ydscdsgxjr9xed29nuqhyjfdckp0y2c0,249964
kujira14mshz27ktmlr5fxzf38qswzsmcnjf0hpfhdkxc,81533177
kujira1pftrzms8cgak40lcjvtj3cvrdyf74qk4scehd8,1487037
kujira1faqc93fge3fe4jp29ylkdve0wmr953es0qr4am,3037463
kujira1m8rwxusczmlv9j5aw92dydf8lvcare3kr46yrq,1046710
kujira1p5z0f5l34cuy83af7mvm4rw6x5ytjpr795gpwr,844313
kujira13e6svcf0dy58ee6z7s8d5jjmt92jz67kjy59uy,763048
kujira1k0exfmrxmglf4zwsxvf040sgnz6qvz30t5xr6w,112999
kujira1wf4fummh50229jshqlhmy5vxf6p2rsqpf2hjpk,289662
kujira1dx8cy7s37juqn5ltvpkuyxfh69dmh9gtguwj99,452724
kujira1a4vcem7x8fmam6s0wt7h7rtq0x0cka4a3vhm6x,262518
kujira1ytqmj0wd4tr284kf9kwt3k8ecr2gwgm4ytv2aj,582947
kujira15r3dx6htklmyexzef0ch87gwecpwt50kc89pfw,483042
kujira14fhdf6rndfhjdq9amlgw8ha05gnsz66hfyqt7p,3161062
kujira1cjeggqzagaxxgvpjnqjqc2cwkx6gwv2kpy897l,3170038
kujira1jel4ajapf50l0jks0f5ny6pr5rc82dfnth60rh,3000
kujira1d9j83ll3e0jh5w8kycjcmzcm2wdy0mr3ev7cn4,116739680682
kujira13293xuzergyea8a4evfl3y7m5pmam96qngtkdh,208591
kujira1c0f9k6t5mnpd7m83gccqudss3neu6vt3s7z4tc,5622
kujira1tf0c69prx6zzk3xtgukradmr2gfn3xjsdj2252,50000000000
kujira1kpwm74udz2v2ufuq0yp77skhpvahh40ramjn0a,431625
kujira1henuh4jwccysgm6cpq5dkts806443qvnythp8t,366347
kujira195k7jdauy9run6yjg6re4yfuv7mjl7nh7nzspe,1124447
kujira1gsg2awxltntj4ty4g2uyfc6dsz8p3pag9wqru8,1823163
kujira1tjfzhmrqv8gneqtu0rwzxk4g6dwry263vp5f36,58047453396
kujira1sh0gwx9vnn0ynz9snpfhryvmzh5mz4x7rsxphr,87822
kujira1ea5kjgymal6ha4egrhhtasuftxrezxycnc0efh,41490
kujira18r42xrg3s0aq8r8yav3lxd4w5k9yca8csq3kf2,21041
kujira1wcy7j3c872dfhv6k75wj7rult2tw9s4el72ggd,19718
kujira1sdrwplnr37fmhk2sxukncwrrvw95kk6tdc3724,188407
kujira1n9g7e20llggjj55hzrg93alm5cgr87ruvvjrdc,14283
kujira1hlgc5jtz5ljdm9rducx5uauvh5dw2rjprhaguk,261672
kujira1yzs829728rzftytq2qs5s0am707ekvt2qpy5zw,4253
kujira1texwcznc2hey5k7gksdu7jq620wqmvqheg3tvz,541399
kujira1dnfepawptydgzsqxghg8rmk5vslu7h0jtauc7c,586155
kujira1hmvh4zeedzgj3qj83fwq0fzx0yw0f8mlkz74jy,2921933388
kujira1c3368797lh4vd2zws8fhgesg4jtgr3gzd9futd,2923719
kujira1muvy67pxzcg2p6vetl3ys873hqaxhf5tulghap,33053
kujira1rl8hlqyagk240x83rvp70q7y0mc0p7e9vgrjug,575912
kujira1dupszqavs08upznv7fq0zfm0a5swmr4u9v3dyp,19214
kujira1s6ymsaq96wv9rc8y8p0t6xpnh3lft73ua2gvju,65945
kujira1347qeca37hqs7jlt4vupkc6jf8zc3hpg7s6vce,22191
kujira1czlk2w9zvdl7gg70dvrsex7w7gn37e2t0taqz5,401259
kujira17e875n3v09khjhe3x9yjcauqgd3rle2ycqqzs5,525447
kujira1qtsgt07jmaygelaslmcjzegnwckx7557wrk9ap,314012
kujira1mtkuu5pvn9uzdlfg6y4dffvmrsams4dm5xa4a8,261675
kujira1uc8t3a8scdaqx0eklxph4jpphh3284gwv64aan,476115
kujira1zsxch5c8l07eh7zpdsqcy8ketxzr6tsvsr5mwl,97481
kujira1n6az2n0syxjv3v04huycxqp597gnza04a9pm0w,48951
kujira1ephycyd7ws3mpp56fypsm2jc7aayx5wqffykq9,93353636
kujira1efnda5z46s2p6rncnercugx6munud5025pv4rg,1540574
kujira1uqhvdl9a5h9aff962zqd932fhxfzfvc3p8ut0p,2177145
kujira1kpzx9nxdf7drx3vft54ej9jcxan3pnmdhue6n7,523539
kujira1fx3fedyn4jwmkyglpe0p2xravc5wjvdruv42u8,5429719
kujira1v4edhm9fg0jepelh7qgw96dgz262glznlqa2tl,373779
kujira1lt2j4hs0kr85mq25hyf60h5ua584fee0ggp6n6,207374
kujira1zc5zjrm5gj8gnsg9r508qcgtwnmztlk5h468vj,27429
kujira1yfsvvx86u99529yjdrxcuhew2m0rax87h0knc6,399528
kujira13q3zkmnfzc5edckh90kjx8mclg9x60l8ayczvp,1153608
kujira1hjkh5ddz228zh5g3k7c5x49w9ycntr42cev446,888612
kujira1qq7f80xc32rvfkssh00vepavwje07gd0gcvfgv,524487
kujira1yhkkwf0x7r6klsjfhzk7xeucvy6lz6uk6a4mzu,219066
kujira1xj6yn2387w5g5wyc3uwmdhk52nmhdlgmykds6m,45917
kujira1k77eg47wcw5fnssls0yzth6y0mjqgj99sj7tex,91265
kujira1hp5t3jrz4nehjmlytstk8gtdendk6jdprrgpvs,20934
kujira16ueluud8xnwkkuwee80g8mj7p307an2cvuwwdw,1036241
kujira1pk5r2ygdegaj4m9yrhxllsketw3s0hszl75rmp,174524
kujira1fcyulckkg8hy7z8u69syeutw5249dvxh8r4tp4,259544
kujira122hjrmj8k2f0lc0m8nepdysgx9f2gan2tqkc2y,11182
kujira1nwnvevk9yfxdrfrwh0g7r2n7nrxhjw5q4e3q2f,1193578
kujira1m5r5xkradjtw9jk44eusvt924pzaatn42qu0uw,711560
kujira1psuh4llwj4wvamv2yt7kczske9wgxe46tufmas,525446
kujira1w98etq5dvur7945phdzf49eu7vythxkm8x5yvk,305399
kujira1wenesk363sqkfeajtekceyejze9u26f9vzm8cz,5207380
kujira1sgpqvc6cgw3amr4t6fn0ueu5h4rf0ms5xl7czr,147093
kujira1np493krrqec8fnvr9q8mh8kupgvuxcclmgw2d8,665455
kujira1nlp2t60352kytxv88kysuhdvrxz3jwjfehc0dg,317132
kujira1e944ejvl8yv93fmju2tgzl5qenewhc7wpkx5ah,8678382
kujira1lzcsxl90evrw7t5exjl750spx3eumda3a0nlg7,1155452
kujira1prhdt7zg7ja58yxv9snx3l8zqu5stjv3xx9anx,72635
kujira1a2njctz3nxjxl4czt9wlycsed36sqkzdx2s282,3
kujira178qsknn4emcyn5gpauhavdgsd3rchr34cmn682,455911
kujira17c5ah7lprtqygdqhjj9y06jttcm9mjv42s0qxk,3747360
kujira1zq4q8qsrwztenme2a3ehhknxadr9n5qw8smd7d,64056062
kujira1lvv8njqxdvuw66nfvda6xdxk5h59vqas2vqsc0,1356423
kujira1vl59p60hfqxa98nd9cj8waetwh8f0rly095me2,1406711
kujira1shnh6jq6c9gt2uaynzee7eh47806lx9w6g7dcr,258853
kujira1nvcdevhtllyv3nr7cjndrnt09sg74k6mz3p9wy,434876
kujira1rehupq5rn607hxu6jdjffjvrwrp6yqqx6558kj,1046706
kujira12gyexkm7u09a647cq2x9p86x7273u62dg7jlhk,55074
kujira1heqgq2pc2zh5ndfz9r6k36ux3pf0qexwuvrfs2,735273
kujira1chwa4uhgm370rw74jxly0s6nsw83vs787vk8j8,207059
kujira1ufq0xw94gsz3n6w0t7e495q2w5cdxqr703xcgl,928365
kujira1uw33t5r0tn88myusks9dnvjda8m3wn6zcv3gdz,65392
kujira1y7cx6jmgz5umr4pf20fxp2mtktssncugk34p08,18612425
kujira120eyg4xal4q2hc6c53edn8z9cdexshlhpqfzgc,3599
kujira14gw0atra3zvxx6t4yqgepn4q7aj26z8s6ervqr,45221
kujira1hqggees2nrqjlpgzy96e7t737y65e6g92mme8t,11557
kujira16zxyvhyxyna34ya6m6avqlxxfmfwdqqtpt6fhn,25066047
kujira1ls0592w3dltqhyaavu5zc899gty5ky8gah6ffd,1044873
kujira1pd6cdsxsuztscv53uuart7s48098797t5t5jrw,95891282
kujira1ymahmmfljppx8t8s76c8hupq26zqfylza78jpu,553098
kujira1n06l9f8hwgst9lv94uxj9eyl829rzvy7qx6sav,42
kujira1nk6jvkcnftqg8l3gw7n4ezhz9lyc8l437rztu6,7532
kujira15kuyyrqsqa6uzv3fpnky7nuaytwwpeq3448j4p,518455000000
kujira14g0yaum03ptyx3vhypmgyyl936ld2rzlgw9ceg,408432
kujira1u8pad9dtjk5v36sgyj862hehqmfyuukya2ju0p,974839
kujira1u7vknzrjswwdjzvfdgnzr9tz0t72nmw9yaptnj,1040039
kujira1zn45gu0507vgmca5cg6acupslnl0a7yh02l2wn,523531
kujira1ayu49vxx26vumf9jspksd36fkqya6vzyd58lwq,3170029
kujira1npazefv4med4pz4rd4tunur8tscux3n87rr4tz,627000
kujira15lz8uq0t4le778xewmuu2fvv5pxnftdauqjwva,1233653
kujira1uus4u47xtwmsqc6kauqkj9yjwar28h89nm7q23,2623473
kujira178dh4z5wptzhthn0732xzz4weq4lrm6t4n274y,81642
kujira1qfpudnse3xh3zfzpgv3cme4daly8fywaz5yc43,551095
kujira1f5yzq7e9rams4x40yjer8h9zty5wy7jvm3xpv6,1046704
kujira122ndawwmh4w0smzfandrfgpnn8d04facvpx0vm,542357
kujira10wv9mds80emehq3q0qrcvr5ssz8zwhhe7hkupx,9179177
kujira15kn6zeejmktjf0c3yuyv0tsrkzj5tqahuuuylt,14992780854
kujira17v0l9txuac4m37ml6hwr5zypqhrwfjrt8k47ys,10089
kujira177hqxgnjuepmswdnt7ehgmzavz69xkvz8dth8u,261812
kujira1xycq9wsgy0c3qp06gchdy5v9hqv8wkahkp0nnk,731647
kujira1kgsw4ryyktz7k584ts3vhwvep9mhpp0r4yuca4,3816208
kujira1ce3prd5utjmtsqa2rdduc8tkxg6sqpddxrfjuh,2334154
kujira158r2fyupj6ygnzl9chhmaljyckvykxelvtdauv,633256
kujira1zvcdkvz8xs73e6xun7w2w8vx2w0c87tqsywv5d,659426
kujira1vmsa096jnyvg08nx4m22lmss8pcfr47u8uyu6f,774563
kujira1nraj074k7gdm9ztduxlvx264292xvvp0jwxvk8,2648174
kujira1p7wju0lxkqczhjs62gj8t88ngmjg78m63mm6k5,2063915
kujira1tkrkvxescmatwyv4jdpz5fw4rct0pzqnn4hll5,547816
kujira1n0kc2t6esx5z59ypg4hgyaug8ynpg9mupan0nl,32370
kujira16gxzxvar93f8rkdfv2dkst23ws7a3lp268t6u9,935536
kujira1uplhvx87k2h5ec3zs54p9vr8qv2u8xymnmxe4d,1004570
kujira1f87q82cnmzsf3h7pqg0lllrvjp0zhfacurypsp,60103857942
kujira1thxjtcrgwdpm40uxhe6qparhf3v9aclpa4je3l,204107
kujira1uzxvd3pjggdcw2u0kxj8rzyeatkhflkc52yv5h,107562
kujira1u680u2adlcwqgfyzym6djvm2egt2eqgdzalq2f,3795196010
kujira1f5w70j200jtvh30hy333ks56dchrs3ck36cr5r,22035
kujira14f0phhxpq5tskt42qq5q2cfqpvkuw0d4r4exg7,18419
kujira1v8y6vf4nc38qh0l6c4jcjkxsrjklf3vcqz03t2,26723716
kujira1gv2wc2syfec406try4pj7lka2nan87q65mc5le,446675
kujira1teysdv46qtg30f5tuk36rx8hc2lc4qgsadr5fe,256498
kujira13xeuzykyesch8rp9wcn6ctw6c8wvrjaqg3fw56,330537
kujira1lzsl4ay667kwuq8s4pzum5twqr0kph3gxsg6rx,299050
kujira1x6swdj5x8j6vlgl0n93ur87yj3m93vs3yxyf3t,40817993
kujira19ge3tqurhdz038lmjmkcdsvfjqltdst9g5386q,122464
kujira1gvzjmnap4f6nqsyftpnc3m8d889pqt60aqeald,4602226
kujira1jnh4x3eev7ch5ucrfehne0r908emdnnunzemn6,1938441
kujira1el7gm3ykyt0ft5en9evljz89sp7dd2wwh6330w,188607
kujira1qmzwm9lkp4579c6grl5qunhm4k2p2vfqp63zgc,278546
